userName,content,score,at,sentimen
Pengguna Google,bagus dan aku sampai ketagihan,5,2025-11-28 00:18:04,Positif
Pengguna Google,Apknya gak bisa di Download di hpku kok gak bisa ya tolong dong,1,2025-11-27 10:11:41,Negatif
Pengguna Google,alhamdulillah cap cut bisa digunakan terus tanpa bayar meskipun iklan bnyk tp gak apa2 daripd bayar. soalnya pemula.,5,2025-11-17 07:21:54,Positif
Pengguna Google,capcut sangat membantu untuk bisnis online ku tapi kenapa tiba-tiba aplikasi capcutku ga bisa di buka hari ini 😔 sudah ku coba update ulang tapi tetep ga berhasil di buka.. padahal pas penting banget😥😓,2,2025-11-28 08:41:58,Negatif
Pengguna Google,biasa nya agak ngelek tapi bagus kalo edit,4,2025-11-25 01:50:10,Positif
Pengguna Google,"App udh bagus.., cuma makin kesini semua fitur nya di pro in, distandar in.., harga nya pun mahall puoll, jadi tolong kasih tambahan fitur yg sederhana tapi gk bayar dong.., teks kesukaan ku juga di pro in. jadi aku kasih rate nya 7,8/10 yyaa tingkatin,",4,2025-11-21 05:45:10,Positif
Pengguna Google,"udah pake yang PRO tapi iklan Pinjol masih selalu muncul pas pertama buka,harus nunggu 10detik untuk menutup dih ngak bangetttt..kurang2 in lah bikin pelanggan kesel",5,2025-11-21 23:55:45,Positif
Pengguna Google,bagus,5,2025-11-18 14:12:30,Positif
Pengguna Google,serba premium explor lama udah selesai malah ilang dan banyak iklan lagi,1,2025-11-27 08:53:25,Negatif
Pengguna Google,"bgs bgt, cma gmn yaa bnyak fitur pro nya tpi gppa tanpa capcut gatau ngedit dmna lg yg simple.",4,2025-11-21 10:16:14,Positif
Pengguna Google,apk nya bagus,5,2025-11-15 16:21:57,Positif
Pengguna Google,"bagus aja si, kdg buat jj🤭, tp minusnya kdg macet kalo di uninstall gabisa di download lagi, udah gitu aja, intinya jngn dikit"" di pro in, kebelet haji kah capcut?",5,2025-11-21 07:37:47,Positif
Pengguna Google,ini bagus banget sih apa lagi jj atau suara ya beh bagus aku kasih bintang 5,5,2025-11-18 09:24:34,Positif
Wartingah,KIKIR BET JIR ngeksplor setahun apa apa bayar iklan sepuluh menit keburu naik haji,5,2025-11-14 14:32:07,Positif
Pengguna Google,Saya sangat suka aplikasi capcut ini bisa mengucapkan foto saya yang sebelumnya menjadi jelek dan cantik,5,2025-11-28 07:55:46,Positif
Pengguna Google,cukup bagus desain dan audio nya mks sudah membantu,5,2025-11-29 00:48:36,Positif
Vania Dinanta,aplikasi sangat membantu,5,2025-11-15 10:47:59,Positif
Pengguna Google,samgat bagus untuk mengedit poto / vidio,5,2025-11-22 06:41:23,Positif
Pengguna Google,ini sangat bagus tapi ada diamonnya gimana cara dapat geratis,5,2025-11-18 09:10:29,Positif
Pengguna Google,saya hanya mau nanya plis capcut jangan ada capcut pro saya jadi gabisa pake capcut lagi aku mohon semoga bisa kayak capcut du lagi,1,2025-11-26 06:37:04,Negatif
Pengguna Google,yah mungkin bisa membantu,5,2025-11-20 02:20:29,Positif
Pengguna Google,bagus,5,2025-11-25 04:00:10,Positif
Pengguna Google,ngga bisa login masa,2,2025-11-28 00:22:56,Negatif
Pengguna Google,"baguss, syangnya bnyak iklann, biasanya susah di download ulg, nnti reset hp bru bisa download lgi",5,2025-11-28 09:45:34,Positif
Pengguna Google,good,5,2025-11-16 15:41:10,Positif
Pengguna Google,tolong ya di ilangin bug nya😞,5,2025-11-20 14:21:44,Positif
Pengguna Google,Sebelum nya saya belum pernah instal ini tapi mau download malah gabisa ruang penyimpanan ku masih banyak tapi malah gabisa di suruh bersihan,2,2025-11-26 05:50:00,Negatif
Pengguna Google,Sangat bagus,5,2025-11-26 09:32:57,Positif
Pengguna Google,"kenapa yang pro bagus sedang kan yang free jelek??, ada juga sih yang bagus.",5,2025-11-16 08:36:53,Positif
Pengguna Google,sangat bagus dan menarik,5,2025-11-25 03:22:46,Positif
Pengguna Google,aplikasi rakus banget niatnya cuma trial tau motong duit gw tanpa pemberitahuan rakus bener,2,2025-11-27 10:11:12,Negatif
Pengguna Google,Mntapp,5,2025-11-20 00:27:24,Positif
Suplani Ajah,aku suka sama capcut,5,2025-11-15 10:38:59,Positif
Pengguna Google,aku sering banget pakai ini untuk bikin jj dan sudah bagus bangar lagi,5,2025-11-29 04:33:33,Positif
Ghabell Prastyo21,sangat bagus,5,2025-11-14 14:50:45,Positif
Pengguna Google,bagus,5,2025-11-29 00:52:30,Positif
Pengguna Google,"aku kurang suka karena sekarang capcut banyak iklan nya,dikit² iklan,jadi nya ketika ingin ngedit jadi kurang tenang!",4,2025-11-23 05:09:21,Positif
Pengguna Google,pelayanan baik,5,2025-11-28 03:24:27,Positif
Pengguna Google,good job,5,2025-11-19 08:51:34,Positif
Pengguna Google,bagus,5,2025-11-29 13:13:03,Positif
Pengguna Google,sangat bagus,5,2025-11-24 12:06:43,Positif
Pengguna Google,iklan ga habis² pdhl udah nunggu 3 menit,1,2025-11-29 10:49:56,Negatif
Pengguna Google,mantap buat ngedit video cuma hampir pro semua efek nya,4,2025-11-25 10:28:12,Positif
Pamuka putri,aku suka ini tolong di upgrade ya,4,2025-11-15 05:27:23,Positif
Pengguna Google,aplikasi yang bagus👍,5,2025-11-18 11:48:38,Positif
Pengguna Google,terlalu bnyk iklan,5,2025-11-19 04:35:33,Positif
Pengguna Google,apk ini sangat berguna sekali bagi saya,5,2025-11-19 19:03:03,Positif
Cem ell,aplikasi ini sangat bagus,5,2025-11-15 06:01:39,Positif
Pengguna Google,memeg banyak leg nya skrng kon bnyk ikln pula kon,1,2025-11-28 05:49:04,Negatif
Pengguna Google,menyenangkan,5,2025-11-29 08:34:55,Positif
Pengguna Google,untuk mengedit video best banget,5,2025-11-19 22:54:40,Positif
Pengguna Google,terimakasih,5,2025-11-20 05:41:26,Positif
Pengguna Google,aku suka mengedit vidio aku kasih bintang 5,5,2025-11-22 13:22:05,Positif
Pengguna Google,uang saya berkurang atas kesalahan teknis tolong kembalikan karena hanya itu uang yang saya punya 🙏🙏🙏🙏,1,2025-11-27 23:05:18,Negatif
Pengguna Google,sangat bagus banget kalian harus punya sihh pasti kalian happy dan bisa membuat vidio yang kalian mau,5,2025-11-19 02:03:27,Positif
Pengguna Google,bagus ⭐⭐⭐⭐,5,2025-11-21 00:00:34,Positif
Pengguna Google,bagus,5,2025-11-29 12:39:31,Positif
Pengguna Google,bagus BINGITSSSS,5,2025-11-24 06:27:22,Positif
eka ciut,yg berguna,5,2025-11-14 04:27:07,Positif
Pengguna Google,Untung nggak ada iklan,4,2025-11-23 12:05:51,Positif
Pengguna Google,sekarang sering error saat export terhenti dan video gagal export,5,2025-11-19 02:13:48,Positif
Pengguna Google,Bagussss,5,2025-11-16 08:15:44,Positif
Pengguna Google,"kurangg , mendingg capcut yangg duluu sekarangg jugaa ram nya terlaluh gede capcut",1,2025-11-29 09:17:44,Negatif
Pengguna Google,seru saya sangat suka karena berguna untuk tugas video sekolah 🤩🤩,5,2025-11-21 06:42:10,Positif
Pengguna Google,bagus banyak template nya,4,2025-11-30 05:41:13,Positif
Pengguna Google,lumayan,1,2025-11-27 06:16:40,Negatif
Pengguna Google,Aplikasi yang bagus 👍🏻 untuk JJ hahaha😂😂😂🤣🤣🤣😸😸😸 Mantab deh Aplikasi nya 👍🏻 Nih Gue Kasih Bintang 5 ⭐⭐⭐⭐⭐,5,2025-11-30 05:04:19,Positif
Pengguna Google,bagus tapi pas mau ekspor iklan hilangi ye iklan nye,5,2025-11-28 12:48:12,Positif
Rihil Firdaus,aplikasi nya bagus tapi tolong iklan nya di kurangi,5,2025-11-14 03:59:41,Positif
Pengguna Google,keren sekali,5,2025-11-15 12:48:25,Positif
Pengguna Google,semoga aplikasinya semakin sukses,5,2025-11-17 11:49:38,Positif
Pengguna Google,akun aku SDH bayar pro bulanan dgn qris kok tidak update ya,5,2025-11-26 17:01:26,Positif
Pengguna Google,bagus banget bisa buat jj,5,2025-11-16 02:59:45,Positif
Pengguna Google,jangan perbarui lagi iyaa aku mohon🥺,5,2025-11-27 12:58:12,Positif
Pengguna Google,capcut EMG yg terbaik👍🏻👍🏻,5,2025-11-25 04:48:35,Positif
Pengguna Google,kebelet haji kah ni aplikasi,1,2025-11-26 05:30:09,Negatif
Pengguna Google,sekarang banyak iklan tiap kali keluar masuk exkport dll selalu aja iklan jdinya ngebosenin,1,2025-11-28 01:35:51,Negatif
Adi Siswanto,iya,5,2025-11-15 11:15:02,Positif
Pengguna Google,heh kalau buat aplikasi jangan gede gede ramnya kasihan kocak sama yang hpnya kecil,5,2025-11-25 05:54:07,Positif
Pengguna Google,kebanyakan pro ujung-ujungnya uninstall juga harus pro 🤦🤦. apk kurang dana,1,2025-11-29 13:25:48,Negatif
Pengguna Google,fitur bagus sekarang udah bisa pake ia nya pokok nya nggk nyesel lah kalo download aplikasi ini,5,2025-11-22 20:00:38,Positif
Pengguna Google,bagus sekali,5,2025-11-28 13:52:44,Positif
Pengguna Google,bagus bgt apk nya,5,2025-11-22 04:53:14,Positif
Pengguna Google,* 1 langkah gratis,1,2025-11-27 15:21:48,Negatif
Pengguna Google,sudah banyak yang pro/berbayar🥲,1,2025-11-27 16:39:08,Negatif
Pengguna Google,jelek,1,2025-11-27 08:12:48,Negatif
Pengguna Google,aku suka tapi agak ngeleg entah itu jaringan entak,4,2025-11-18 00:45:09,Positif
Flamboyan Robet,baguss,5,2025-11-14 13:47:42,Positif
Pengguna Google,sangat membantu saya mngedit pekerjaan saya.. terimah kasih smoga lebih baik fiturnya 😊✨,5,2025-11-22 05:17:17,Positif
Pengguna Google,seru,5,2025-11-25 04:12:24,Positif
Pengguna Google,sangat bagus kadang oror tapi gpp kok 💐💐💐💐,5,2025-11-21 08:08:10,Positif
Pengguna Google,sangat membantu,5,2025-11-27 23:38:13,Positif
Pengguna Google,baik saja,4,2025-11-16 12:17:18,Positif
Pengguna Google,kerena bagus edit nya,5,2025-11-22 04:33:25,Positif
Pengguna Google,kece keran jj yaa,5,2025-11-28 03:10:09,Positif
Pengguna Google,aplikasi nya bagus tapi ada yg pro tapi gakk papa aku kasih bintang 5,5,2025-11-18 13:29:01,Positif
Pengguna Google,bgus,5,2025-11-15 18:37:58,Positif
Pengguna Google,"hai min saya sengaja memberikan 5 bintang karena memang bagus banget aplikasi, tapi saya punya 1 kendala, saat saya mengedit template Ai selalu lemot/ngelek susah untuk mengetik saat saya menulis naskah saya tolong bantuannya min, saya sangat terganggu dengan itu, padahal jaringan aman, memori aman semua tolong yah min🙏🏻",5,2025-11-21 17:44:01,Positif
Pengguna Google,bagus,4,2025-11-16 11:50:24,Positif
Pengguna Google,bagus mudah untuk di gunakan,5,2025-11-27 05:23:59,Positif
Pengguna Google,good,5,2025-11-22 08:58:17,Positif
Pengguna Google,ko ga bisa di pake sih pas apk nya di pencet malak keluar,1,2025-11-27 08:47:12,Negatif
Pengguna Google,"tidak ada kata kata, ini hanya keren",5,2025-11-22 10:40:40,Positif
Pengguna Google,apala dikit' iklan kocak,1,2025-11-29 10:56:08,Negatif
Pengguna Google,sangat gwsm,5,2025-11-26 08:08:19,Positif
Pengguna Google,capcut nambah berat plus gak bisa dibuka,1,2025-11-26 09:24:58,Negatif
Pengguna Google,Mudah dioperasikan meskipun kadang² eror terutama pd editing Voice over cuting,4,2025-11-25 07:15:17,Positif
Pengguna Google,aplikasi yg bagus sekali untuk mengekspresikan diri,5,2025-11-16 13:19:42,Positif
Pengguna Google,"semua semua berbayar, bikin versi lite yg kasi fitur lama lu aja bro",1,2025-11-28 17:32:06,Negatif
Pengguna Google,pliss dehhh sebenarnya aku suka pake apk ini buat ngedit cucumaa aku mau nge hapus terus download lagi biar update ehh nggak bsaa download lagiii anehhh,4,2025-11-26 13:50:22,Positif
Nuratim tisa,Mantap,5,2025-11-15 08:32:47,Positif
Yudi Wiwin,susa instalnya,5,2025-11-14 07:28:23,Positif
Pengguna Google,capcut bagus banget di pake edit foto,5,2025-11-24 20:49:34,Positif
Pengguna Google,apk kikir,1,2025-11-27 08:04:46,Negatif
Pengguna Google,capcup dipro in semua jir,4,2025-11-19 06:54:54,Positif
Pengguna Google,bagus baget aku biasa me ngedit fotoku baguuuuuuuussssssss baget dowload🌼👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2025-11-26 12:13:37,Positif
Pengguna Google,saya sangatlah suka apalagi template yaa,4,2025-11-22 18:32:20,Positif
Pengguna Google,banyak iklan ga jelas,1,2025-11-28 03:48:47,Negatif
Pengguna Google,aplikasi ini sangat menarik untuk mengedit video,5,2025-11-23 12:29:15,Positif
Pengguna Google,bagus apk nya gua kasih bintang 5dah percuma bagus kalo kikir segala gala haru pro,5,2025-11-23 19:37:27,Positif
Dyah Ayu,oke good,5,2025-11-14 07:36:18,Positif
Pengguna Google,"apa kah ada masalah dengan aplikasi nya, kenapa tidak bisa terbuka?",5,2025-11-28 02:17:03,Positif
Pengguna Google,bagus,5,2025-11-16 05:12:15,Positif
Pengguna Google,baik,5,2025-11-24 07:42:38,Positif
Pengguna Google,"kecewa bnget ,tiap mo edit ada aja sponsor ,yang paling sakit lgi malahan sponsor nya kbanyakan dari judol🥲",2,2025-11-28 10:10:10,Negatif
Pengguna Google,"kinerja nya semakin buruk, banyak iklan yg lama untuk di skip, banyak versi standar, harus di update ke mode pro, kinerja semakin buruk aplikasi tidak layak dan tidak pantas",1,2025-11-28 08:28:12,Negatif
Pengguna Google,like full👌,5,2025-11-21 05:45:07,Positif
Pengguna Google,udah kikir banyak masalah lg,1,2025-11-27 05:40:36,Negatif
Pengguna Google,bagusssssssss,5,2025-11-30 02:41:44,Positif
Pengguna Google,banyak penyimpanan,2,2025-11-29 15:54:46,Negatif
Pengguna Google,"I said it's useful but why are there always ads, not like before, that's all",5,2025-11-19 03:59:26,Positif
Pengguna Google,"Pengguna Jadi Ladang bisnis, bikin gak betah, menmding cari lain atau install MOD",1,2025-11-30 06:29:56,Negatif
Pengguna Google,Ini bagus banget vitur nya keren keren jadi kalo aku bosen langsung ngedit ngedit video jadi yang paling poll sedunia,5,2025-11-29 06:44:13,Positif
Nabila Alwiya,pliss dong jngn pake standar bikin vidionya😌,5,2025-11-15 00:40:07,Positif
Pengguna Google,bagus,5,2025-11-29 06:05:49,Positif
Pengguna Google,kak knapa ya saya tidak bisa bergabung di event capcut Pioneer,5,2025-11-29 19:28:47,Positif
Pengguna Google,"apk gk jelas,byk bnget iklanya",1,2025-11-27 13:07:34,Negatif
Pengguna Google,karena aplikasi capcut bayar😓,4,2025-11-20 05:52:32,Positif
Pengguna Google,bagus,5,2025-11-15 13:23:01,Positif
Pengguna Google,"kangen capcut yang dulu, mengedit secara gratis tanpa batasan dan ekspor tanpa iklan",1,2025-11-26 12:25:17,Negatif
Pengguna Google,ngedit lebih gampang dan asik,5,2025-11-17 11:05:18,Positif
Karin azkiya putri,"seru bisa mengedit, mengekspor kadang lama kadang juga sebentar, apapun foto di edit ke CapCut pasti bagus, terimakasih.",5,2025-11-15 10:59:31,Positif
Pengguna Google,Nice,5,2025-11-22 06:16:42,Positif
Pengguna Google,bagus lah lumayan tapi kadang aga ngaco klo d epek,4,2025-11-24 03:40:25,Positif
Pengguna Google,aplikasi ini sangat bagus walaupun kadang lama untuk memuat nya tapi aplikasi ini berguna,5,2025-11-17 08:56:15,Positif
Pengguna Google,"Setelah di update ke versi terbaru jadi banyak yang premium, kenapa sih harus pakai premium segala padahal versi sebelumnya kalo buat ngedit dll masih lancar kok ini harus langganan dulu, plis balikin capcut yang versi lama yang ngga banyak premium nya",1,2025-11-27 16:36:09,Negatif
Pengguna Google,banyak iklan nya,1,2025-11-28 10:27:43,Negatif
Pengguna Google,apk teumpek,1,2025-11-26 14:57:58,Negatif
Pengguna Google,Capcut .editor video ini emang sangat bagus sekali tapi kenapa saya tidak bisa mengunakan Afrikasi ini saya ingin menggunakan lagi,5,2025-11-22 10:52:43,Positif
Pengguna Google,"lualitas nya bagus , cuma kurangin fitur pro nya , gak semua orang punya uang jdi jngan di pro in smua sisain buat yg gk punya uang 🙏",4,2025-11-25 12:43:52,Positif
Pengguna Google,Tdk bs mnggunkn tlmplt dn sring eror mhn d prbiki lg bnyak iklanny,1,2025-11-30 05:06:54,Negatif
Pengguna Google,aplikasi ini sangat bagus,5,2025-11-18 06:43:39,Positif
Pengguna Google,apalah dikit dikit disuruh bayar standar,1,2025-11-26 10:10:02,Negatif
Pengguna Google,mohon maaf tapi apk ini sdh tidk bisa sya pakai dikarenakan saat ingin masuk ke apk. tertunda pdhl sudh berkali-kali sya ulangi tetapi tetap sama,5,2025-11-28 04:51:47,Positif
Pengguna Google,kenapa banyak yang pro??😡😡😡,1,2025-11-28 08:31:04,Negatif
Pengguna Google,"apk ini sangat bagus, buat saya dan templet nya pun bagus banget,",5,2025-11-27 15:32:17,Positif
Pengguna Google,𝕪𝕖𝕪-𝟛Eyeeyy 𝓎𝑒𝓎𝑒𝓎𝑒 𝕕𝕒𝕟 emang e 𝕪𝕒𝕟𝕘 𝕙𝕒𝕕𝕚𝕣,5,2025-11-26 18:58:57,Positif
Pengguna Google,kenapaaaa tidaak bisaa di download cokkk,5,2025-11-16 08:00:27,Positif
Pengguna Google,Apakah aplikasi ini sesuai dengan harapan Anda,5,2025-11-15 14:09:45,Positif
Pengguna Google,"tolong lah, saya sudah batalkan langganan pun masih kepotong saldonya, bikin rugi🥲",1,2025-11-26 00:07:02,Negatif
Pengguna Google,Apk ny jelek banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! EIT Tapi boong.Apk ny bagus,5,2025-11-18 05:22:27,Positif
Pengguna Google,aplikasi nya bagus banget tapi selalu Menuhin memori sama banyak iklan nya,4,2025-11-21 11:15:31,Positif
Pengguna Google,menyenangkan,5,2025-11-17 08:33:22,Positif
Ibanez Ibanez,bagusbsekali bang,5,2025-11-15 07:16:49,Positif
Pengguna Google,bagus cukup membantu.....,5,2025-11-28 01:58:17,Positif
Pengguna Google,baguss tapi skarang apa2 byar,4,2025-11-29 16:07:38,Positif
Pengguna Google,"terlalu banyak iklan! ditinggal dikit, iklan. ditinggal bentar, iklan. muak banget nunggunya",1,2025-11-29 03:13:41,Negatif
Pengguna Google,mantap,5,2025-11-16 06:19:06,Positif
Pengguna Google,minimal kalo bintang ya turun usahain di perbaikin jngn di pertahankan perusahaan capcut aduh..,1,2025-11-28 12:17:02,Negatif
Nufus,bagusss banget bisa ngedit 😍😋,5,2025-11-15 01:20:28,Positif
Pengguna Google,aplikasi ini sangat membantu dalam proses program fbpro sukses selalu,5,2025-11-16 18:23:50,Positif
Pengguna Google,bagus editannya tapi terlalu banyak video yg harus iklan saat ingin mengeksport,5,2025-11-23 05:15:07,Positif
Pengguna Google,Capcut ini bisa menguga vidio lain selain mebikin vt dll,5,2025-11-15 13:41:13,Positif
Pengguna Google,bagus banget,5,2025-11-28 14:24:11,Positif
Pengguna Google,"Halo CAPCUT., saya rasa aplikasi ini sudah cukup bagus, akan tetapi saya ingin memberikan masukan terkait sedikit kekurangan yang membuat rugi pengguna PRO dan tambahan fitur. Kekurangan : apabila Fitur ""GERAK LAMBAT HALUS"" diaktifian, kemudian diberikan transisi, terkadang video menjadi freeze di awal, sehingga transisi tidak smooth. Padahal ini fitur PRO. Mohon untuk diperbaiki. Untuk Tambahan akan lebih mantap lagi jika bisa membuat ROTASI 3D. Saya harap masukan ini diperhatikan 🙏.",4,2025-11-16 10:35:19,Positif
Pengguna Google,cacpcut ini aplikasi buruk JJ kaku mana mending am lebih bagus kagak kaku kagak mudah bukan kayak capcut tinggal template 🤣🤣🤣🤣🤣,1,2025-11-29 14:18:22,Negatif
Pengguna Google,tingkatin lagi dong fitur stabilin video nya udah langganan pro eh malah makin parah pake fitur penstabil videonya,4,2025-11-28 13:31:17,Positif
Pengguna Google,saya suka dengan capcut,5,2025-11-18 14:08:56,Positif
Pengguna Google,"bagus banget ,keren ,saya suka",5,2025-11-29 13:34:02,Positif
Pengguna Google,bagus,5,2025-11-22 10:08:09,Positif
Pengguna Google,bagus mudah,5,2025-11-26 06:15:31,Positif
Pengguna Google,Karena kebanyakan pro dan harus bayar,4,2025-11-27 05:55:49,Positif
Pengguna Google,"aplikasi yang sangat bagus dan sangat membantu dalam hal editing video, saya jadi sangat terbantu dengan fitur fitur yang ada didalam aplikasi ini.",5,2025-11-17 09:52:27,Positif
Pengguna Google,kikir bgt jir,2,2025-11-29 07:25:25,Negatif
Pengguna Google,banyak iklan nya,1,2025-11-29 14:26:25,Negatif
Pengguna Google,Bagus banget tapi gak bisa di instal,5,2025-11-24 05:55:22,Positif
Pengguna Google,aplikasi nya bagus,5,2025-11-25 05:07:11,Positif
Pengguna Google,terlalu banyak iklan,1,2025-11-28 04:26:27,Negatif
Pengguna Google,saya sudah mengirim pesan ke capcut atas tagihan yang tidak saya ketahui dan capcut langsung potong tagihan di shopepaylater yang jelas² itu aplikasi pinjaman tapi langsung di potong saya ingin pengembalian dana karna saya tidak tau tentang tagihan tersebut,1,2025-11-28 04:03:45,Negatif
Pengguna Google,Top bgt,5,2025-11-30 03:03:29,Positif
Pengguna Google,"kebanyakan bug, gjls, pelit dikit² premium. jdi males ngedit kl kek gni.",1,2025-11-26 13:55:28,Negatif
Pengguna Google,menurut saya capcut sangat bagus karna JJ nya,5,2025-11-28 14:25:34,Positif
Pengguna Google,template nya bagus bagus dan menarik sekali,5,2025-11-19 06:27:28,Positif
Pengguna Google,aku sk,4,2025-11-30 00:13:40,Positif
Pengguna Google,aplikasi nya bagus banget cuman ekspor nya agak lambat,5,2025-11-26 06:52:06,Positif
Pengguna Google,great,5,2025-11-24 12:35:46,Positif
Pengguna Google,saya kurangi 1 karena semua fiturnya harus membayar,4,2025-11-16 03:35:19,Positif
Pengguna Google,plisss apknya bagus banget,5,2025-11-15 14:31:25,Positif
Pengguna Google,"sangat membantu dalam proses pengeditan foto maupun video, serta sangat di rekomendasikan",5,2025-11-16 12:55:40,Positif
Pengguna Google,capcut membantu kami juga untuk tayang photo,5,2025-11-18 06:56:45,Positif
Suzuki Ignis,nice,5,2025-11-15 03:47:41,Positif
Pengguna Google,sangat seru dan senang mengedit foto dan video,5,2025-11-22 09:19:25,Positif
Pengguna Google,kebanyakan spam,1,2025-11-29 14:27:47,Negatif
Pengguna Google,lagunya enak banget,4,2025-11-21 10:56:28,Positif
Peri Adi,"capcut bagus ,tapi menu nya jangan di pro semua karena ada konten kreator pemula yang belum menghasil kan dari konten nya saya berharap dari pihak capcut mempertimbang kan nya",5,2025-11-14 21:16:30,Positif
Pengguna Google,banyak yang tidak bisa di buka,4,2025-11-20 15:02:30,Positif
Pengguna Google,aku bisa mengedit video ku sebdiri,5,2025-11-19 21:58:41,Positif
Pengguna Google,JJ nya kebanyakan JJ ibu ibu padahal mau cara templat blody Mary yang muncul JJ ibu ibu terus,1,2025-11-27 07:27:02,Negatif
Pengguna Google,terbaik menemani saya dari lama,5,2025-11-15 22:17:45,Positif
Pengguna Google,bagus baget kalo,5,2025-11-25 08:08:31,Positif
Pengguna Google,Bagus tapi gravik nya kurang bagus,4,2025-11-17 14:41:59,Positif
Ahmad Ghojali,aplikasi ini sangat bagus,5,2025-11-14 04:55:27,Positif
Pengguna Google,okelah,5,2025-11-23 14:39:34,Positif
Pengguna Google,bagus di pakai jika ada keperluan membuat vidio tinggal tekan aplikasi iniii,5,2025-11-30 05:52:26,Positif
Pengguna Google,mantap,5,2025-11-18 11:19:29,Positif
Pengguna Google,maaf ku kasih bintang 1 karna capcut zaman sekarang harus serba bayar dan banyak iklan nya kalo bisa sih capcut yg zaman dulu ya entar ku kasih bintang ⭐⭐⭐⭐⭐,1,2025-11-27 06:50:14,Negatif
Pengguna Google,nginstal nya satu jam,5,2025-11-22 10:46:18,Positif
Pengguna Google,JJ kok kaku🤭😹😹 MINIMAL AM LAHHH?😱🎉,5,2025-11-25 06:57:49,Positif
Pengguna Google,Nabila catsh teenieping musim6,5,2025-11-19 05:12:34,Positif
Pengguna Google,gk bisa di ekspor 🥱,4,2025-11-18 13:36:16,Positif
sohib jawa,kok gak bisa ngisi teks otomatis ya min,5,2025-11-15 05:46:04,Positif
Pengguna Google,lumayan aplikasi nya tpi kadang agaa nglg bgs jug ak aja binggung mau milih temlate yg mn saking bnyk nya😘 godd👍,5,2025-11-22 15:06:04,Positif
Pengguna Google,sangat membantu aplikasi ini,5,2025-11-23 14:58:20,Positif
Pengguna Google,CapCut ini sangat berat susah gak kaya dulu sekarang sudah susah,1,2025-11-29 06:52:42,Negatif
Pengguna Google,bagusss,5,2025-11-27 12:54:01,Positif
Pengguna Google,ya biasa lah kesukaan gw,5,2025-11-25 05:00:49,Positif
Pengguna Google,plis kurang kan isi memo nya yg MB MB gitu ksian di hp ku nggak muat,1,2025-11-26 10:35:34,Negatif
Pengguna Google,"capcut bagian lab AI kenapa fitur di bagian fakta tentang nusantara hilang?? dan menurut saya lebih mudah di aksen tampilan sebelumnya, dari pada tampilan yang baru saja di perbarui.",5,2025-11-19 11:27:54,Positif
Pengguna Google,tidak bisa membuka/aplikasi telah berhenti,1,2025-11-28 04:58:25,Negatif
Pengguna Google,baru mncoba blom tahu aplikasi ini,4,2025-11-20 07:28:41,Positif
Pengguna Google,sangat bagus,5,2025-11-21 04:59:33,Positif
Pengguna Google,saya sangat terhibur mengungakan aplikasi ini terimakasi,5,2025-11-17 10:39:19,Positif
Pengguna Google,"iklan ny sangat mengganggu,kurangi.",1,2025-11-26 05:54:53,Negatif
Pengguna Google,saya suka fitur capcut nya,5,2025-11-16 11:56:01,Positif
Pengguna Google,sangat bagus tetapi sayalagi mau pantauaplikasi.,5,2025-11-20 08:03:34,Positif
Hamidun Majid,suka,5,2025-11-15 12:24:17,Positif
Pengguna Google,mantap,5,2025-11-24 13:02:00,Positif
Pengguna Google,saat buka aplikasi ini terlalu banyak iklan yang mengganggu,1,2025-11-28 09:18:12,Negatif
Pengguna Google,APLIKASINYA COCOK BANGET BUAT EDIT KONTEN,5,2025-11-24 22:59:51,Positif
Pengguna Google,pasti ada monyet yang kasih bintang 1,5,2025-11-25 16:29:03,Positif
Pengguna Google,baguss bangett,1,2025-11-28 02:04:54,Negatif
Pengguna Google,aplikasi ini sangat bagusss sayaa sukaa sayaaa sukaa🤭,5,2025-11-30 04:46:15,Positif
Pengguna Google,sangat puas,5,2025-11-21 18:35:09,Positif
Pengguna Google,sudah berlangganan meskipun standar tetep aja muncul iklan. dasar aplikasi pelit & kikir.,1,2025-11-26 11:11:08,Negatif
Pengguna Google,cocok banget untuk edit foto dan fidio JD bagus,5,2025-11-29 14:56:58,Positif
Pengguna Google,sangat bermafaat buat kenang kenangan,5,2025-11-26 08:26:38,Positif
Pengguna Google,wow,5,2025-11-24 11:28:15,Positif
Pengguna Google,bagus 👍👍,5,2025-11-25 06:30:42,Positif
Pengguna Google,kenapa sihh ini capcut sekarang berbayarr??? jujur lebih suka capcut yg dulu.,1,2025-11-28 07:44:25,Negatif
Windii Steffani,parah semenjak di perbaharui ngeleg!!!!!,5,2025-11-14 04:11:24,Positif
Pengguna Google,mantap,5,2025-11-15 17:38:40,Positif
Pengguna Google,siapa saja dapat melihat nama dan foto,5,2025-11-21 11:52:16,Positif
Pengguna Google,"coba dikasih fitur VIDEO STABILIZER (vidio stabil) 🙏🙏 , nanti saya kasih bintang 5",4,2025-11-19 03:56:50,Positif
